subject,age,gender,ntrial,memory_ori,test_ori,type,trial_type,which_change,trial,quest,pas,pas_rt,vis,test_key,test,test_rt,contrast,fix_dur,target_dur,mask_dur,retention_dur,trial_dur
21,24,female,1,45,45,same,valid,anti,5,2,2,0.37958516582784796,1,f,same,2.926409958637123,0.2,0.5077143581961536,0.035321808700700785,0.353321037056503,1.001069590062798,7.024173376860745
21,24,female,2,75,75,same,valid,clock,3,2,2,1.4541113791233329,1,f,same,6.03445811873371,0.11397766455402543,0.5001775166715561,0.0353089800341877,0.35327838174089266,1.0010711936465668,11.197672110190524
21,24,female,3,75,75,same,valid,anti,4,1,2,0.011708403128977807,1,f,same,8.428880920148913,0.2,0.4996127346321373,0.03538498988291394,0.35326843952407216,1.0010234068636237,12.139353634056533
21,24,female,4,75,125,change,valid,clock,1,1,1,2.121972394633758,0,j,change,10.747401633795107,0.09338226537841544,0.5000373634911739,0.03533367521731634,0.353278061023957,1.0010577235466371,16.591904726626126
21,24,female,5,75,25,change,valid,anti,3,0,2,0.13647872991077747,1,j,change,3.3241066357236377,0.2,0.499665652881049,0.0353609361332019,0.35330435979039976,1.0010311040637134,7.145719218336126
21,24,female,6,45,355,change,valid,anti,4,0,1,0.09404663284385606,0,j,change,16.192386378906576,0.0723357464867447,0.5002150405211978,0.03531892225100819,0.3533014733402524,1.0010477813302714,19.960006632420573
21,24,female,7,135,85,change,valid,anti,2,0,1,0.009999945478284644,0,j,change,6.574472493254234,0.15406686854268764,0.4997169675471014,0.0353314302005856,0.35327164669070044,1.0010503470639378,10.290473400241353
21,24,female,8,135,185,change,valid,clock,1,2,1,0.025105379476826784,0,j,change,7.051041415104464,0.056143516159837065,0.49989785174375356,0.03533912740067535,0.35328543750711106,1.0010606099967845,10.773702644982677
21,24,female,9,45,355,change,valid,anti,2,2,2,0.025843669229288935,1,j,change,3.4735910676558888,0.16391670208980944,0.4999414692092614,0.03529486850129615,0.35335310872233094,1.0010420084304315,7.181815557772552
21,24,female,10,105,105,same,catch,anti,2,2,1,0.0215002034947247,0,j,change,8.820460889084188,0,0.4996399955484776,0.03532309156753399,0.3533094912568231,1.0010432912972647,14.070787619182738
21,24,female,11,135,185,change,valid,clock,3,2,2,0.05287174508657699,1,f,same,10.998463446479036,0.1384402033061635,0.4997480770630318,0.03533816525032307,0.35329602115734815,1.0010631757299961,14.895572089568759
21,24,female,12,135,85,change,catch,anti,2,2,2,0.633360241461105,1,j,change,5.139463319154402,0,0.4998503856777461,0.03532694016757887,0.3533466943890744,1.0010522713637329,10.996821056460249
21,24,female,13,165,165,same,catch,clock,2,0,1,5.775069860106669,0,j,change,3.5161508099540697,0,0.5008256850424004,0.035328223034412076,0.3533322621397019,1.0010516299303163,14.51930794476084
21,24,female,14,165,165,same,valid,anti,5,2,1,0.002843473912889749,0,j,change,2.848250346293753,0.11872024934161819,0.5004757831657116,0.035313790784130106,0.3533226406398171,1.0010381598303866,6.6518704035288465
