subject,age,gender,ntrial,memory_ori,test_ori,type,trial_type,which_change,trial,quest,pas,pas_rt,vis,test_key,test,test_rt,contrast,fix_dur,target_dur,mask_dur,retention_dur,trial_dur
27,22,female,1,165,165,same,valid,clock,5,0,1,0.6713570695042108,0,f,same,3.0386671190935886,0.2,0.5023720348763163,0.03532715543769882,0.35330875773524895,1.0010471462778696,7.466257835957549
27,22,female,2,15,325,change,valid,anti,5,2,1,0.5630343573025129,0,j,change,1.3848934476545764,0.2,0.4998784476451874,0.03529540429462941,0.35330587126736646,1.0010654272387,5.827143250251993
27,22,female,3,75,25,change,catch,anti,5,1,1,0.4776443089440363,0,j,change,1.3919200717896274,0,0.4995490696273919,0.03529572501338407,0.3533000983320562,1.0010234131004836,7.157307990576101
27,22,female,4,45,45,same,valid,clock,4,0,1,0.3599909300778563,0,j,change,1.5411507640478703,0.3150270229513009,0.500524695653894,0.035316251004587684,0.353291438929773,1.0010788974204843,5.686908715143545
27,22,female,5,135,135,same,valid,clock,1,1,1,0.5298435085587698,0,j,change,0.7025864031984383,0.2,0.49922738885652507,0.03494068950658402,0.3533802779861617,1.0010618993342177,5.002058051352378
27,22,female,6,15,325,change,valid,anti,2,2,1,0.3986869138466318,0,j,change,1.2796252595412625,0.3670372117912738,0.499313341445486,0.035350567896330176,0.3532805344971166,1.0010898018535954,5.438327734655104
27,22,female,7,45,45,same,valid,clock,1,1,1,0.5145006507382277,0,j,change,0.1633474428140289,0.33948538693435915,0.4992575364062759,0.03536147232944131,0.3532648192845045,1.0010599750225992,4.46028733822186
27,22,female,8,105,55,change,valid,anti,1,1,1,0.37543738001113525,0,j,change,0.5076314994430504,0.43994886294822894,0.4997103910909573,0.03526814321230631,0.3533222279165784,1.0010769731088658,4.661289391462105
27,22,female,9,135,135,same,valid,clock,5,2,1,0.5436344090021521,0,j,change,0.12355363922597462,0.4895303947352734,0.49950769692577524,0.03533709771454596,0.3532882317435906,1.001061578615463,4.40148646663647
27,22,female,10,75,75,same,valid,clock,4,0,1,0.32350469756556777,0,j,change,1.1287322827015487,0.3996559747928428,0.5003303401736048,0.03533324909130897,0.3533113234834673,1.001046504840815,5.15575763679135
27,22,female,11,165,215,change,valid,clock,5,1,1,0.7127461274831148,0,f,same,1.9988133411243325,0.5219745890327315,0.5004640798356377,0.03530181866699422,0.3533020226436747,1.0010837081995305,6.49862892792089
27,22,female,12,165,165,same,catch,anti,1,0,1,0.615376276700772,0,j,change,0.15338271544760573,0,0.5003162285543112,0.03530598800898588,0.3533103613281128,1.00109044329065,6.086677092159789
