subject,age,gender,ntrial,memory_ori,test_ori,type,trial_type,which_change,trial,quest,pas,pas_rt,vis,test_key,test,test_rt,contrast,fix_dur,target_dur,mask_dur,retention_dur,trial_dur
26,23,female,1,165,215,change,valid,clock,4,0,1,0.48248410503242667,0,f,same,3.515490537427013,0.2,0.509981821493966,0.03533070256025894,0.35328682013414436,1.0010862844005715,7.662575433743996
26,23,female,2,105,55,change,valid,anti,1,2,2,0.8972831023281742,1,j,change,1.7728982465503123,0.2,0.4996783161341227,0.03532781606463686,0.35329483817668006,1.001082115018562,6.2742433533633175
26,23,female,3,165,165,same,catch,clock,1,2,1,0.8707286283888607,0,j,change,0.7790009390732848,0,0.4997206513985475,0.03536694411241115,0.35329195168128535,1.0010503635701298,6.7692356047271005
26,23,female,4,15,65,change,catch,clock,2,2,1,0.4136540208239694,0,j,change,3.8965941921148897,0,0.5002193736434037,0.035351870192471324,0.35332017519090186,1.0010474770749624,9.514178144227344
26,23,female,5,15,15,same,valid,anti,2,1,2,1.448638664668806,1,f,same,3.3505661379463163,0.2,0.49954714095838426,0.0353772072069205,0.35330927065319884,1.0010670410983948,8.441764957177156
26,23,female,6,105,105,same,valid,anti,1,0,2,0.3259510681316442,1,f,same,1.9273706465235136,0.3150270229513009,0.49889639662751506,0.035365661225569056,0.3532958003418116,1.0010449113012783,5.849980179398926
26,23,female,7,15,15,same,catch,clock,2,1,1,0.38856813155234704,0,j,change,1.6294634839100581,0,0.49977100470550795,0.03534994586220819,0.3532964417852327,1.0010856429571504,7.122791510368415
26,23,female,8,105,105,same,catch,clock,4,0,1,0.3488724066442046,0,j,change,1.2494730542457546,0,0.4995772887984913,0.03535764318303336,0.3532964417850053,1.001075700584579,6.757608160186464
26,23,female,9,135,135,same,catch,clock,1,1,1,0.15858212784723946,0,j,change,0.95929015307388,0,0.5000570884628814,0.03534930441878714,0.3533115157049451,1.0010667203769117,6.2871119908863875
26,23,female,10,15,15,same,valid,clock,5,2,1,0.25822394585202346,0,j,change,0.9363258378534738,0.11397766455402543,0.4994688848635178,0.035333909777136796,0.3533153643654714,1.0010275923293648,4.802587454393461
