subject,age,gender,ntrial,memory_ori,test_ori,type,trial_type,which_change,trial,quest,pas,pas_rt,vis,test_key,test,test_rt,contrast,fix_dur,target_dur,mask_dur,retention_dur,trial_dur
9,20,female,1,105,105,same,valid,anti,4,1,1,3.934037911627456,0,j,change,1.528001711360048,0.2,0.504447098577657,0.03532566514058999,0.353296420640163,1.0010583748239696,9.258724215744678
9,20,female,2,165,165,same,valid,clock,3,1,1,1.5003345105883454,0,j,change,1.1960703504951198,0.33948538693435915,0.4995272592454967,0.035340418243777094,0.35326595227434154,1.001098144059597,6.474104775259093
9,20,female,3,45,355,change,valid,anti,4,1,1,1.5233304297516952,0,j,change,1.6232156762630439,0.43994886294822894,0.499960872203701,0.035290065260142,0.35336762040105896,1.0010583748239696,7.040282066512191
9,20,female,4,75,25,change,valid,anti,4,0,1,1.3603586671920311,0,f,same,1.363952651517593,0.2,0.5000519565819559,0.03532438226193335,0.3532768567424682,1.0010256614200443,6.569740807212838
9,20,female,5,165,165,same,catch,anti,1,1,1,1.1778095361491978,0,j,change,1.412698188703871,0,0.49965811285983364,0.03536607581554563,0.35329545848162525,1.0010455460383128,7.922968914569083
9,20,female,6,135,135,same,valid,anti,2,1,2,2.2191419594946638,1,j,change,3.507883930277785,0.5219745890327315,0.5006722283728777,0.03529070669901557,0.3533275304462222,1.0010862774324778,9.467136499562912
9,20,female,7,165,115,change,catch,anti,4,2,1,2.167842211066727,0,j,change,2.730030070673365,0,0.5000176395801645,0.03532342010294087,0.3533111737442596,1.0010968611809403,10.231942842627632
9,20,female,8,165,215,change,valid,clock,1,0,1,1.8103373072635804,0,f,same,1.7099841307917814,0.3150270229513009,0.5004512525388236,0.035337531767254404,0.3532473505347298,1.0010904467881119,7.394164441941484
9,20,female,9,135,135,same,valid,clock,5,2,1,2.003028876314147,0,j,change,1.6025013566440975,0.2,0.49994291190341755,0.03532470298159751,0.35332304037046924,1.001064789216798,7.34679479202623
9,20,female,10,165,165,same,valid,anti,5,1,1,1.6710372201559949,0,f,same,3.5704024518372535,0.47956959569945107,0.4992331593325616,0.03538371539571017,0.35330540079075945,1.0010654306556717,8.982399226681082
